parameter_id,IMPC_IMM_073_001
gene_symbol,Bcs1l
mouse_life_stage,E12.5
mouse_strain,C57BL
parameter_name,cDCs CD11b Type
gene_accession_id,MGI:1914071
analysis_id,20j6x34ii8vw97e
pvalue,0.9879848
