mouse_strain,129SV
gene_accession_id,MGI:1921802
gene_symbol,Nipal3
pvalue,0.2607391
mouse_life_stage,Early adult
parameter_id,IMPC_DXA_002_001
parameter_name,Fat mass
analysis_id,mkrg37qh5lvpy45
