gene_symbol,Zmynd8
pvalue,0.5158616
parameter_id,IMPC_GEL_017_002
parameter_name,Pale yolk sac
analysis_id,u1uxn2cvm5e80p7
mouse_strain,C57BL
gene_accession_id,MGI:1918025
mouse_life_stage,Early adult
