parameter_id,MGP_CSD_015_001
gene_accession_id,MGI:2444554
pvalue,0.9763858
gene_symbol,Mapkap1
mouse_strain,C57BL
analysis_id,rj4n31k52g5eyh1
mouse_life_stage,E12.5
parameter_name,Head coat/hair presence
