parameter_name,Lens Opacity
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1914672
analysis_id,lai9e4zl7kn10du
pvalue,0.1589939
gene_symbol,Dhdds
parameter_id,UCDLA_EYE_017_001
