gene_symbol,AU040320
analysis_id,n38u7t95wgoko6d
parameter_name,Shape of ribcage
mouse_strain,C57BL
pvalue,0.5347391
mouse_life_stage,Early adult
gene_accession_id,MGI:2140475
parameter_id,IMPC_XRY_059_001
