parameter_name,Startle response
gene_accession_id,MGI:88380
pvalue,0.829725
parameter_id,ESLIM_008_001_013
gene_symbol,F2
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,lnh3710xg59a4s2
