gene_symbol,Col11a1
analysis_id,2012w49z8dr4097
parameter_id,IMPC_ECG_003_001
gene_accession_id,MGI:88446
mouse_life_stage,Early adult
parameter_name,CV
pvalue,0.3540974
mouse_strain,C57BL
