gene_symbol,Tox
pvalue,0.3274935
analysis_id,yun5e529n1990b2
mouse_strain,C57BL
gene_accession_id,MGI:2181659
parameter_id,IMPC_GPP_004_001
parameter_name,Placenta Size
mouse_life_stage,Early adult
