parameter_id,IMPC_HEM_027_001
mouse_strain,C57BL
pvalue,0.06544272
mouse_life_stage,Early adult
gene_symbol,Hspa5
analysis_id,1t2ej36225mogk9
gene_accession_id,MGI:95835
parameter_name,Red blood cell distribution width
