Parameter_id,M-G-P_016_001_006
Gene_symbol,Slc17a9
Gene_accession_id,MGI:1919107
mouse_strain,C57BL
Mouse_life_stage,Early adult
Parameter_name,Mean-corpuscular-haemoglobin
Pvalue,0.5894671
analysis_id,1r9g4agyyefv3v3
