parameter_id,IMPC_IMM_034_001
mouse_strain,C57BL
pvalue,0.3204647
gene_accession_id,MGI:1919935
parameter_name,CD8 CD44-CD62L+ T cells
gene_symbol,Dnajc6
analysis_id,jgt99o7s466x0iy
mouse_life_stage,Early adult
