parameter_id,IMPC_ABR_008_001
gene_accession_id,MGI:97054
analysis_id,so7sa01mk6201i1
pvalue,0.2295894
mouse_life_stage,Early adult
parameter_name,18kHz-evoked ABR Threshold
mouse_strain,C57BL
gene_symbol,Mov10
