gene_symbol,Ubxn4
gene_accession_id,MGI:1915062
parameter_name,Neural tube morphology
pvalue,0.6546948
analysis_id,am21zct9az4669q
parameter_id,IMPC_GEL_060_001
mouse_life_stage,Late adult
mouse_strain,C57BL
