gene_symbol,Fgb
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:99501
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
analysis_id,2li265ljk6l7oxd
parameter_id,JAXLA_GRS_011_001
pvalue,0.2664978
