parameter_name,Limb grasp
mouse_strain,C57BL
analysis_id,968r0539224xf33
gene_accession_id,MGI:2135738
gene_symbol,Abo
mouse_life_stage,Early adult
pvalue,0.7666495
parameter_id,JAXLA_CSD_039_001
