analysis_id,v2mruo9ggs2kqo2
parameter_id,JAX_LDT_002_001
pvalue,3.307503e-06
gene_symbol,Trim46
gene_accession_id,MGI:2673000
parameter_name,Light side time spent
mouse_strain,C57BL
mouse_life_stage,Early adult
