Gene_symbol,Ddx27
Analysis_id,m877s6xf5mk3330
Gene_accession_id,MGI:2385884
Parameter_id,IMPC_ECH_003_001
Mouse_life_stage,Early adult
Parameter_name,Stroke Volume
Mouse_strain,129SV
Pvalue,0.6763437
