gene_symbol,AU040320
pvalue,0.2401681
mouse_strain,C57BL
analysis_id,d5ju8c0m97h3m8b
gene_accession_id,MGI:2140475
parameter_name,Mean corpuscular hemoglobin
parameter_id,IMPC_HEM_006_001
mouse_life_stage,Middle aged adult
