parameter_id,JAXLA_CSD_021_001
gene_symbol,Zmynd8
parameter_name,Hindlimbs - shape
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,9bxwt7n21p57j02
gene_accession_id,MGI:1918025
pvalue,0.9427777
