gene_symbol,Eprs1
parameter_name,Prepulse inhibition - PP2
pvalue,0.6210319
mouse_strain,C57BL
gene_accession_id,MGI:97838
parameter_id,ESLIM_011_001_702
analysis_id,6jvp94956q207nv
mouse_life_stage,E9.5
