gene_symbol,Cds2
parameter_name,% Pre-pulse inhibition - PPI1
mouse_strain,129SV
gene_accession_id,MGI:1332236
mouse_life_stage,Early adult
parameter_id,IMPC_ACS_033_001
pvalue,0.3517425
analysis_id,497agr48eu8y6av
