mouse_life_stage,Middle aged adult
mouse_strain,C57BL
gene_symbol,Snap23
gene_accession_id,MGI:109356
analysis_id,z13561kx8p5588v
parameter_id,IMPC_CBC_003_001
parameter_name,Chloride
pvalue,0.4356373
