gene_symbol,Secisbp2l
mouse_life_stage,Early adult
parameter_name,MZB (CD21/35 high)
gene_accession_id,MGI:1917604
pvalue,0.7071823
analysis_id,pu11o042cuo94f9
parameter_id,IMPC_IMM_071_001
mouse_strain,C57BL
