gene_symbol,Dnajc6
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1919935
pvalue,0.5848018
parameter_name,Startle response
parameter_id,MGP_CSD_008_001
analysis_id,k1eb40yhhjd3987
