parameter_id,IMPC_GEL_029_001
analysis_id,464c8xn54431u75
parameter_name,Midbrain
pvalue,0.8601785
gene_symbol,Sdcbp2
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:2385156
