gene_symbol,Hpca
gene_accession_id,MGI:1336200
parameter_id,ESLIM_014_001_008
parameter_name,Cornea vascularisation
pvalue,0.06576399
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,l369549sx0eu7wu
