parameter_id,M-G-P_020_001_001
gene_accession_id,MGI:1919935
pvalue,0.4163459
mouse_strain,C57BL
gene_symbol,Dnajc6
analysis_id,v3839vgs28bg8qw
mouse_life_stage,Early adult
parameter_name,Body Weight
