parameter_id,IMPC_HEM_003_001
parameter_name,Hemoglobin
mouse_strain,C57BL
analysis_id,753h37l0c75z481
gene_accession_id,MGI:1913483
mouse_life_stage,Early adult
pvalue,0.9288777
gene_symbol,Dmap1
