mouse_life_stage,Late adult
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
mouse_strain,C57BL
parameter_id,MGP_MLN_005_001
pvalue,0.6962097
gene_symbol,Tbl1xr1
analysis_id,9k26845ot2h2wst
gene_accession_id,MGI:2441730
