parameter_id,HMGULA_CBC_009_001
mouse_life_stage,Early adult
parameter_name,Calcium
analysis_id,r06uu93i322w3j7
gene_accession_id,MGI:1915325
pvalue,0.8086592
gene_symbol,Lurap1
mouse_strain,C57BL
