gene_symbol,Rab13
analysis_id,58ad7i71318a8d3
mouse_strain,C57BL
parameter_id,IMPC_OFD_021_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1927232
pvalue,0.9348444
parameter_name,Number of rears - total
