gene_symbol,Mecom
mouse_strain,C3H
gene_accession_id,MGI:95457
mouse_life_stage,Early adult
pvalue,0.07879925
analysis_id,dn8saak99cf759b
parameter_name,Radius
parameter_id,IMPC_XRY_022_001
