parameter_id,JAXLA_OFD_017_001
gene_accession_id,MGI:1917604
analysis_id,682m4yv53k8wt07
gene_symbol,Secisbp2l
mouse_life_stage,Middle aged adult
pvalue,0.6585745
mouse_strain,C57BL
parameter_name,Center average speed
