gene_symbol,Bmi1
analysis_id,8lim24w24n04ch9
parameter_id,MGP_BMI_014_001
gene_accession_id,MGI:88174
parameter_name,Mature B cells (Hardy fraction F) - % of CD45+
pvalue,0.3917905
mouse_strain,C57BL
mouse_life_stage,Early adult
