gene_symbol,Ubxn4
mouse_strain,C57BL
gene_accession_id,MGI:1915062
parameter_id,MGP_BMI_014_001
parameter_name,Mature B cells (Hardy fraction F) - % of CD45+
pvalue,0.7893212
analysis_id,shkz87e21i2343g
mouse_life_stage,Late adult
