parameter_id,JAX_LDT_003_001
parameter_name,Time mobile light side
gene_accession_id,MGI:1914515
analysis_id,x088l50x28gr989
pvalue,0.3269243
mouse_strain,C57BL
mouse_life_stage,E9.5
gene_symbol,Slc39a10
