mouse_strain,129SV
analysis_id,b6jxm8man116v2n
gene_symbol,Arpc2
parameter_name,B Cells
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_063_001
gene_accession_id,MGI:1923959
pvalue,0.9697944
