parameter_id,MGP_IMM_007_001
analysis_id,07ifmyt9m7c1ji6
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
mouse_strain,C57BL
pvalue,0.3613699
gene_symbol,Eprs1
mouse_life_stage,E9.5
gene_accession_id,MGI:97838
