gene_symbol,Hnf4a
pvalue,0.1528146
parameter_name,Periphery average speed
gene_accession_id,MGI:109128
mouse_strain,C57BL
parameter_id,HRWLLA_OFD_013_001
mouse_life_stage,Late adult
analysis_id,5yt1ao914o48v35
