parameter_id,M-G-P_006_001_026
mouse_life_stage,Early adult
gene_symbol,Ufc1
parameter_name,Fusion of vertebrae
analysis_id,39lcc3a0777274e
gene_accession_id,MGI:1913405
pvalue,0.5444319
mouse_strain,C57BL
