gene_symbol,Dcaf12
analysis_id,u82g03ul572724c
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
pvalue,0.3268982
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_IMM_006_001
gene_accession_id,MGI:1916220
