parameter_name,Creatinine
parameter_id,IMPC_CBC_005_001
gene_accession_id,MGI:99915
mouse_life_stage,Early adult
analysis_id,j7yud4849jj1264
pvalue,0.8257469
mouse_strain,C57BL
gene_symbol,Lamb3
