parameter_name,Weight
gene_accession_id,MGI:97838
mouse_strain,C57BL
analysis_id,i5u02x5s3wo7847
mouse_life_stage,E12.5
parameter_id,CCP_LFO_001_001
pvalue,0.08873627
gene_symbol,Eprs1
