gene_symbol,Sass6
mouse_strain,C57BL
gene_accession_id,MGI:1920026
parameter_id,MGP_IMM_089_001
parameter_name,KLRG1+ gd T cells - % of CD45+
analysis_id,kerg09y33h40e88
pvalue,0.9592455
mouse_life_stage,E9.5
