gene_symbol,Zmynd19
analysis_id,v82jp3g4qjiiw93
gene_accession_id,MGI:1914437
pvalue,0.07403482
parameter_name,Sodium
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_001_001
