parameter_id,MGP_MLN_010_001
pvalue,0.2851146
mouse_strain,C57BL
gene_accession_id,MGI:1916363
parameter_name,Resting Treg cells - % of Treg
gene_symbol,Alkbh3
mouse_life_stage,Early adult
analysis_id,3t7440c7601j553
