parameter_name,Periphery distance travelled
mouse_strain,C57BL
pvalue,0.6305416
gene_accession_id,MGI:1914944
analysis_id,9tib3060hc12023
parameter_id,ESLIM_007_001_006
mouse_life_stage,Early adult
gene_symbol,Ift74
