gene_symbol,Zmynd8
mouse_strain,C55BL
parameter_id,IMPC_ABR_002_001
mouse_life_stage,Early adult
analysis_id,er8w725c1rbde60
parameter_name,Click-evoked ABR threshold
pvalue,0.9034118
gene_accession_id,MGI:1918025
