gene_symbol,Plcb1
pvalue,0.2586733
analysis_id,p1kacnibc33s5gp
parameter_name,Anophthalmia
parameter_id,IMPC_GEO_048_002
gene_accession_id,MGI:97613
mouse_strain,C57BL
mouse_life_stage,Late adult
