parameter_id,MGP_PBI_009_001
pvalue,0.2236479
gene_accession_id,MGI:1919107
parameter_name,CD4+ CD44+ CD62L- alpha beta effector T cell percentage
analysis_id,76xgeu9go9j1k27
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Slc17a9
