parameter_id,IMPC_CSD_029_001
gene_symbol,Cds2
gene_accession_id,MGI:1332236
pvalue,0.1887224
mouse_life_stage,Early adult
analysis_id,d3cw2j2e532k419
mouse_strain,C57BL
parameter_name,Activity (body position)
