gene_symbol,Tnfsf10
analysis_id,5i05617b36e2b27
pvalue,0.4556676
mouse_life_stage,Early adult
parameter_name,Red blood cell distribution width
mouse_strain,C57BL
parameter_id,IMPC_HEM_027_001
gene_accession_id,MGI:107414
