gene_symbol,Eprs1
pvalue,0.9364981
gene_accession_id,MGI:97838
parameter_name,Ventral coat/hair presence
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,MGP_CSD_025_001
analysis_id,6v71xk60cq9l1z5
