mouse_life_stage,Early adult
parameter_name,CD4+ KLRG1+ alpha beta T cell percentage
mouse_strain,C57BL
pvalue,0.6719763
gene_symbol,Ivd
analysis_id,4h3m8xug1n128g1
gene_accession_id,MGI:1929242
parameter_id,MGP_PBI_012_001
