mouse_strain,129SV
gene_symbol,Cntfr
gene_accession_id,MGI:99605
parameter_name,PP3 + pulse startle magnitude
analysis_id,va85mw1zv5k4l3l
parameter_id,ESLIM_011_001_009
pvalue,0.8050898
mouse_life_stage,Early adult
