gene_symbol,AU040320
parameter_id,M-G-P_007_001_011
gene_accession_id,MGI:2140475
parameter_name,center - resting time
mouse_strain,C57BL
pvalue,0.1026288
mouse_life_stage,Middle aged adult
analysis_id,6066c49742l7g5h
