parameter_id,MGP_IMM_020_001
analysis_id,0z83b6vzoz1ku19
mouse_strain,C57BL
parameter_name,Effector gd T cells - % of gd T cells
gene_accession_id,MGI:1915325
mouse_life_stage,Early adult
pvalue,0.2360196
gene_symbol,Lurap1
