gene_symbol,Nucks1
pvalue,0.5418816
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
gene_accession_id,MGI:1934811
analysis_id,449i191nd154930
parameter_id,JAXLA_GRS_011_001
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
