gene_symbol,Plcb1
gene_accession_id,MGI:97613
analysis_id,x8960v74q5og965
parameter_id,JAX_OFD_015_001
mouse_life_stage,Late adult
parameter_name,Center resting time
mouse_strain,C57BL
pvalue,0.268771
