parameter_id,JAX_LDT_005_001
mouse_life_stage,E12.5
pvalue,0.6175142
mouse_strain,C57BL
analysis_id,v59zy79257j0009
gene_symbol,Hspa5
gene_accession_id,MGI:95835
parameter_name,Time mobile dark side
