parameter_name,Retina (combined)
mouse_strain,C57BL
mouse_life_stage,E12.5
gene_symbol,Dmap1
gene_accession_id,MGI:1913483
parameter_id,IMPC_EYE_092_001
analysis_id,hmk2p7e5x7830x9
pvalue,0.4257303
