gene_symbol,Ints7
gene_accession_id,MGI:1924315
mouse_life_stage,E9.5
mouse_strain,C57BL
parameter_name,eye size
analysis_id,ygdi8861kd5jxq9
parameter_id,ESLIM_001_001_117
pvalue,0.2048317
