parameter_id,HRWLLA_OFD_020_001
pvalue,0.9991028
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Ntmt2
analysis_id,14348t64vnes3jt
parameter_name,Distance travelled - total
gene_accession_id,MGI:2685053
